@relation players
@attribute ilkid string
@attribute gp integer
@attribute minutes integer
@attribute pts integer
@attribute oreb integer
@attribute dreb integer
@attribute reb integer
@attribute asts integer
@attribute stl integer
@attribute blk integer
@attribute turnover integer
@attribute pf integer
@attribute fga integer
@attribute fgm integer
@attribute fta integer
@attribute ftm integer
@attribute tpa integer
@attribute tpm integer
@attribute class integer
@data
'ROBINCL01',629,19284,10823,1363,3874,5237,1249,655,441,1571,1870,9596,4493,2533,1830,36,7,0
'ROBINCL02',1250,39743,18838,1716,4201,5917,2954,1346,1327,2410,3872,16144,7089,5050,3492,3274,1168,1
'ROBINDA01',987,34269,20790,2947,7550,10497,2441,1387,2954,2417,2836,14221,7365,8201,6035,100,25,1
'ROBINED01',278,5345,1938,221,543,764,252,216,91,215,345,1681,852,306,226,32,8,0
'ROBINFL01',494,11569,7147,0,0,1294,1516,0,0,0,1267,6082,2775,1881,1597,0,0,1
'ROBINGL01',688,25343,14232,973,3215,4188,1879,826,389,2147,1847,12128,5570,3016,2472,1823,620,1
'ROBINJA01',22,185,83,15,12,27,13,8,4,14,18,67,31,30,21,1,0,0
'ROBINJA02',6,72,6,3,8,11,2,6,0,3,7,22,3,0,0,2,0,0
'ROBINJA03',381,6936,2882,199,461,660,715,205,74,504,647,2662,1050,574,382,1151,400,0
'ROBINLA01',89,1202,400,61,106,167,82,56,5,66,107,398,153,66,44,134,50,0
'ROBINOL01',35,147,101,6,11,17,21,4,2,13,18,97,35,45,30,11,1,0
'ROBINRU01',336,6098,2546,164,442,606,1179,301,54,580,599,2345,1014,665,406,326,112,0
'ROBINTR01',772,25141,11988,1985,5282,7267,1348,533,510,1592,2253,9971,4816,3556,2355,1,1,1
'ROBINWA01',81,1592,643,117,177,294,112,46,24,149,186,509,234,240,175,6,0,0
'ROBISDA01',508,10556,4426,798,1822,2620,814,220,193,415,917,3710,1694,1275,1038,4,0,0
'ROCHARE01',586,10507,6362,0,0,2747,1153,0,0,0,2113,6158,2276,2385,1810,0,0,1
'ROCHEJO01',162,3450,1358,33,145,178,640,114,22,240,230,1084,507,321,263,208,81,0
'ROCKEJA01',9,0,17,0,0,0,3,0,0,0,2,22,8,1,1,0,0,0
'ROCKGE01',11,0,10,0,0,0,0,0,0,0,8,18,4,4,2,0,0,0
'RODGEGU01',892,28663,10415,0,0,3791,6917,0,0,0,2630,10908,4125,3003,2165,0,0,1
'RODMADE01',911,28839,6683,4329,7625,11954,1600,611,531,1484,2843,5310,2766,1832,1069,355,82,1
'ROELO01',66,479,130,37,55,92,21,13,9,28,52,138,46,51,33,20,5,0
'ROGERCA01',298,5653,2196,496,776,1272,182,128,235,297,515,1658,888,690,388,124,32,0
'ROGERJO01',69,636,251,38,66,104,29,13,11,30,89,246,116,28,19,7,0,0
'ROGERMA01',26,176,100,6,5,11,10,8,3,0,33,116,43,15,14,0,0,0
'ROGERRO01',866,21871,9468,1199,2683,3882,1722,868,446,1631,2678,7994,3608,2264,1562,1986,690,0
'ROGERRO02',137,2309,652,180,303,483,57,26,209,101,268,596,288,141,75,2,1,0
'ROGESAL01',84,2138,631,0,0,237,179,0,0,0,197,675,243,203,145,0,0,0
'ROHLOKE01',2,7,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0
'ROLLIKE01',168,426,817,0,0,45,344,0,0,0,342,1056,326,220,165,0,0,0
'ROLLIPH01',176,2742,898,0,0,395,458,0,0,0,320,910,350,305,198,0,0,0
'ROLLITR01',1156,24028,6249,2148,4602,6750,660,512,2542,1057,3377,4963,2592,1522,1065,7,0,0
'ROMARLO01',291,5188,1731,66,319,385,1022,244,29,350,393,1553,720,363,272,90,19,0
'ROOKSSE01',749,13559,4676,924,1953,2877,631,255,499,804,1657,3725,1710,1795,1254,22,2,0
'ROSEJA01',822,25697,12225,433,2519,2952,3330,694,300,1978,2230,10174,4524,3127,2511,1883,666,0
'ROSEMA01',589,10508,4192,856,1882,2738,488,392,260,838,1479,3326,1502,1601,1179,56,9,0
'ROSENAL01',51,0,150,0,0,0,27,0,0,0,64,287,60,49,30,0,0,0
'ROSENDI01',85,1594,575,0,0,352,170,0,0,0,201,602,218,198,139,0,0,0
'ROSENHA01',60,0,382,0,0,0,36,0,0,0,172,390,119,225,144,0,0,0
'ROSENLE01',82,578,342,0,0,145,29,0,0,0,59,410,134,113,74,0,0,0
'ROSERO01',2,3,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0
'ROSSQU01',78,1659,397,59,151,210,109,51,22,54,165,373,161,110,74,4,1,0
'ROTHDO01',42,412,81,44,76,120,20,8,13,16,70,86,37,14,7,1,0,0
'ROTHEIR01',131,0,709,0,0,0,90,0,0,0,351,898,240,378,229,0,0,0
'ROTHSC01',160,1798,751,61,143,204,186,87,11,136,250,661,248,318,232,79,23,0
'ROTTNMI01',100,0,540,0,0,0,139,0,0,0,158,839,243,113,54,0,0,0
'ROUNDDA01',746,23443,11318,2445,4798,7243,1620,664,1117,1806,2561,8852,4289,3702,2733,61,7,1
'ROUXGI01',151,0,617,0,0,0,49,0,0,0,185,854,239,272,139,0,0,0
'ROWANRO01',7,16,12,1,0,1,1,4,0,3,1,9,4,4,3,1,1,0
'ROWECU01',590,18277,6873,913,1892,4264,932,199,193,164,1352,5847,2821,1756,1231,0,0,1
'ROWINJI01',23,127,57,18,16,34,5,1,2,10,19,36,15,32,27,0,0,0
'ROWLADE01',2,9,3,0,1,1,1,0,0,0,1,3,1,2,1,0,0,0
'ROWSOBR01',82,1092,457,101,172,273,47,29,23,44,130,347,158,170,139,3,2,0
'ROYALDO01',504,8442,3161,554,877,1431,500,247,99,543,868,2036,964,1602,1233,14,0,0
'ROYERBO01',42,0,197,0,0,0,85,0,0,0,72,231,78,58,41,0,0,0
'ROZIECL01',173,2984,827,376,521,897,98,78,114,162,435,705,350,270,125,11,2,0
'RUCKEGU01',3,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
'RUDDDE01',239,2357,816,45,139,184,519,74,4,250,244,768,317,180,137,175,45,0
'RUDDJO01',58,723,184,69,98,167,35,17,8,59,95,133,59,93,66,0,0,0
'RUDOMJO01',131,1644,822,0,0,412,72,0,0,0,198,787,314,261,194,0,0,0
'RUFFIMI01',251,4019,497,476,626,1102,193,126,134,202,620,470,184,278,129,1,0,0
'RUFFITR01',110,1870,1011,29,126,155,317,57,4,196,184,845,347,220,175,383,142,0
'RUFFNPA01',52,214,109,16,17,49,9,4,4,0,42,109,48,26,13,0,0,0
'RUKLIJO01',114,909,398,0,0,286,48,0,0,0,164,481,176,75,46,0,0,0
'RULANJE01',332,11088,5763,1082,2296,3378,1002,249,267,1212,1218,3734,2105,2159,1550,19,3,0
'RULEBO01',403,11862,7007,43,60,3333,594,12,10,0,1260,6029,2777,2119,1453,0,0,1
'RULLOJE01',95,0,271,0,0,0,70,0,0,0,135,370,108,93,55,0,0,0
'RUSCOST01',7,30,8,3,3,6,3,0,2,3,10,9,3,5,2,0,0,0
'RUSHKA01',196,3085,1088,66,214,280,195,63,38,158,254,1082,443,123,84,343,118,0
'RUSSEBI01',963,40726,14522,0,0,21620,4100,0,0,0,2592,12930,5687,5614,3148,0,0,1
'RUSSEBR01',840,19804,6663,680,2240,2920,1084,874,204,835,1983,5272,2274,1906,1430,1856,685,0
'RUSSECA01',817,22213,12377,343,685,3068,1838,239,33,35,1693,11154,5172,2459,2033,0,0,1
'RUSSECA02',566,16781,8953,893,1803,2696,1684,594,114,1025,1527,7397,3398,2750,2123,93,34,1
'RUSSEFR01',23,131,74,0,0,17,15,0,0,0,12,77,29,18,16,0,0,0
'RUSSEWA01',155,1767,464,51,136,187,350,57,10,201,195,456,179,125,100,38,6,0
'SABONAR01',470,11375,5629,734,2702,3436,964,370,494,837,1290,4160,2082,1690,1329,415,136,0
'SADOWED01',229,0,3579,0,0,0,416,0,0,0,893,3605,1276,1473,1027,0,0,0
'SAILOKE01',276,0,3480,0,0,120,781,0,0,0,1016,3813,1255,1362,970,0,0,0
'SALLEJO01',748,16524,5228,1226,2130,3356,916,451,983,949,2399,3697,1871,2076,1483,14,3,0
'SALMOJO01',199,3100,811,66,310,376,295,119,35,157,267,742,294,175,132,269,91,0
'SALVAKE01',39,241,42,11,34,45,13,2,24,17,29,46,13,24,16,0,0,0
'SAMAKSO01',47,303,68,32,44,76,5,2,19,6,36,72,28,26,12,0,0,0
'SAMPSJA01',38,467,108,60,116,176,16,7,21,23,69,87,39,51,30,0,0,0
'SAMPSRA01',456,13591,7039,1174,2837,4011,1038,390,752,1363,1590,6012,2924,1786,1181,58,10,1
'SANCHPE01',38,187,20,7,14,21,49,16,1,8,24,33,9,2,2,1,0,0
'SANDEFR01',69,665,352,41,90,131,69,37,7,76,89,323,139,90,74,3,0,0
'SANDEJE01',55,462,112,41,62,103,25,18,9,32,64,124,49,23,14,0,0,0
'SANDEMI01',648,12391,5162,680,1247,1927,880,464,206,731,1675,4499,2167,1052,809,86,19,0
'SANDETH01',916,22164,8766,0,0,5798,1026,0,0,0,3044,7988,3416,2520,1934,0,0,0
'SANTIBO01',4,23,11,0,0,3,1,0,0,0,4,10,5,2,1,0,0,0
'SANTIDA01',122,1418,417,76,184,260,38,39,47,85,231,326,153,162,111,0,0,0
'SAPPLWA01',33,298,96,28,47,75,7,7,4,21,50,87,41,34,14,0,0,0
'SASSEJA01',14,108,30,3,12,15,4,5,0,4,15,34,14,2,1,3,1,0
'SASSEJE01',82,1061,204,64,127,191,67,48,12,41,94,221,67,83,57,44,13,0
'SATTEKE01',75,1064,321,17,78,95,176,51,3,96,79,382,128,71,53,55,12,0
'SAULDWO01',462,12788,4930,0,0,3618,498,0,0,0,1435,6288,2189,905,552,0,0,1
'SAULFR01',384,6219,2152,0,0,683,596,0,0,0,687,2170,781,798,590,0,0,0
'SAUNDFR01',210,2899,1107,204,420,624,224,93,37,42,471,1099,487,195,133,0,0,0
'SAVAGDO01',17,173,54,0,0,31,14,0,0,0,29,62,15,35,24,0,0,0
'SAVOVPR01',27,256,83,9,16,25,22,14,1,21,33,93,29,29,21,26,4,0
'SAWYEAL01',33,0,217,0,0,125,25,0,0,0,75,215,87,54,43,0,0,0
'SCALABR01',210,3110,819,165,444,609,220,80,52,178,340,786,309,190,152,158,49,0
'SCALEDE01',49,521,224,49,91,140,10,14,5,34,58,235,98,43,27,6,1,0
'SCHADBE01',37,0,56,0,0,0,6,0,0,0,40,116,23,13,10,0,0,0
'SCHADFR01',9,76,10,0,0,6,10,0,0,0,12,7,2,6,6,0,0,0
'SCHAEHE01',123,0,932,0,0,0,388,0,0,0,225,886,336,314,260,0,0,0
'SCHAFBO01',65,745,273,0,0,82,68,0,0,0,91,336,100,94,73,0,0,0
'SCHARBE01',52,0,103,0,0,0,19,0,0,0,83,166,33,60,37,0,0,0
'SCHATMA01',34,0,115,0,0,0,38,0,0,0,49,174,43,50,29,0,0,0
'SCHAUFR01',334,6637,4070,0,0,1609,961,0,0,0,1130,3826,1345,1677,1380,0,0,1
'SCHAYDA01',1138,21975,8780,1819,3852,5671,1299,560,839,1572,3490,6228,2994,3461,2788,30,4,0
'SCHAYDO01',996,29800,18438,0,0,11256,3072,0,0,0,3432,15427,5863,7904,6712,0,0,1
'SCHECOS01',54,0,435,0,0,0,109,0,0,0,115,588,162,179,111,0,0,0
'SCHEFST01',174,918,331,81,99,180,26,30,8,34,130,217,121,116,88,5,1,0
'SCHEFTO01',39,268,52,18,58,76,11,8,11,15,48,51,21,20,10,0,0,0
'SCHELDA01',73,513,208,0,0,76,60,0,0,0,70,249,87,60,34,0,0,0
'SCHERHE01',32,167,115,0,0,76,23,0,0,0,81,149,43,49,29,0,0,0
'SCHINDU01',217,1950,587,167,369,536,93,30,117,119,321,633,256,116,74,8,1,0
'SCHLUDA01',586,9624,3130,225,519,3034,920,67,91,15,1367,2366,1176,1147,778,0,0,0
'SCHNEOT01',43,0,275,0,0,0,64,0,0,0,109,280,93,133,89,0,0,0
'SCHNIDI01',364,6744,3028,0,0,1372,480,0,0,0,1008,2464,928,1418,1172,0,0,0
'SCHOERU01',290,3548,1491,284,451,735,175,121,71,228,573,1428,621,249,187,185,62,0
'SCHOLDA01',1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
'SCHOOMI01',103,0,616,0,0,0,96,0,0,0,265,565,193,380,230,0,0,0
'SCHREDE01',1136,33597,15761,1871,5151,7022,3833,856,312,2268,3361,10995,5400,5585,4486,1236,475,1
'SCHULDI01',205,0,1141,0,0,0,203,0,0,0,452,1507,391,499,359,0,0,0
'SCHULHO01',173,1775,913,0,0,326,300,0,0,0,514,1076,292,463,329,0,0,0
'SCHWEJO01',22,117,57,6,16,22,18,0,1,16,14,75,25,10,7,4,0,0
'SCOLAFR01',534,6573,6014,0,0,857,1406,0,0,0,1482,6651,2132,2139,1750,0,0,1
'SCOTTAL01',627,10853,3088,661,1331,1992,847,404,371,617,1034,2436,1171,1012,742,20,4,0
'SCOTTBR01',16,55,19,3,6,9,3,1,1,4,14,17,8,6,3,0,0,0
'SCOTTBY01',1073,30154,15097,677,2310,2987,2729,1224,276,1597,2051,12268,5918,2985,2486,2093,775,0
'SCOTTCH01',554,19101,9924,461,1208,2011,2670,608,152,656,2040,9153,4065,2323,1792,11,2,1
'SCOTTDE01',629,17983,8094,367,1407,1774,1296,525,197,768,1275,7111,2962,1206,956,3060,1214,0
'SCOTTJA01',8,32,1,1,5,6,3,2,0,2,5,8,0,2,1,4,0,0
'SCOTTRA01',684,21339,10184,0,0,7154,1618,0,0,0,2035,9641,3906,3293,2372,0,0,0
'SCOTTSH01',105,634,189,95,133,228,20,14,23,36,123,168,78,71,33,0,0,0
'SCURRCA01',180,2376,847,224,300,524,192,182,143,195,376,666,320,299,199,33,8,0
'SEALSBR01',235,5734,2422,337,750,1087,293,154,135,103,786,2291,996,637,430,0,0,0
'SEALSSH01',4,9,4,3,1,4,0,1,0,0,1,8,1,4,2,3,0,0
'SEALYMA01',493,11720,4955,505,1080,1585,816,518,157,681,1087,4375,1865,1319,1067,541,158,0
'SEARCED01',4,12,6,0,0,0,1,0,0,0,4,6,2,2,2,0,0,0
'SEARSKE01',529,14923,7355,0,0,4142,843,0,0,0,1470,5420,2465,2937,2425,0,0,1
'SEEWA01',61,0,320,0,0,0,143,0,0,0,147,303,113,135,94,0,0,0
'SEIKARO01',678,21395,9991,2142,4282,6424,860,453,872,1913,2341,7540,3647,3961,2691,32,6,0
'SELBOGL01',13,0,42,0,0,0,23,0,0,0,15,51,10,29,22,0,0,0
'SELLEBR01',398,7154,2509,428,636,1064,435,137,246,335,678,2268,1026,569,451,30,6,0
'SELLEPH01',44,329,198,19,22,41,25,22,0,0,56,190,73,72,52,0,0,0
'SELTZRO01',34,0,266,0,0,0,64,0,0,0,72,309,93,104,80,0,0,0
'SELVYFR01',565,14908,6120,0,0,2098,1579,0,0,0,1241,5640,2222,2302,1676,0,0,1
'SEMINJI01',231,0,1507,0,0,0,630,0,0,0,609,1737,535,642,437,0,0,0
'SENESGE01',482,5032,3455,0,0,878,1553,0,0,0,982,4087,1279,1277,897,0,0,0
'SESAYAN01',127,1301,401,95,128,223,62,38,30,58,162,371,161,111,71,29,8,0
'SEUNGHA01',19,104,26,6,12,18,2,1,5,12,21,23,10,11,6,0,0,0
'SEWELTO01',21,87,20,2,2,4,6,3,1,7,13,36,9,4,2,2,0,0
'SEYMOPA01',622,14667,5836,0,0,1694,2341,0,0,0,1363,5826,2039,2219,1758,0,0,1
'SHABANI01',53,0,242,0,0,0,29,0,0,0,75,385,102,53,38,0,0,0
'SHACKCH01',303,4614,1625,497,951,1448,170,119,148,276,664,1444,698,350,229,5,0,0
'SHAEFCA01',53,0,165,0,0,10,46,0,0,0,118,182,65,60,35,0,0,0
'SHAFFLE01',196,5488,3291,0,0,1240,232,0,0,0,631,3160,1328,818,635,0,0,1
'SHAMMGO01',20,146,61,2,5,7,36,7,1,21,27,58,19,30,23,2,0,0
'SHANNEA01',134,0,1156,0,0,0,177,0,0,0,308,1318,402,589,352,0,0,0
'SHANNHO01',122,0,1323,0,0,0,299,0,0,0,302,1448,514,371,295,0,0,0
'SHARECH01',596,13023,4928,0,0,4986,809,0,0,0,2106,3905,1562,2604,1804,0,0,0
'SHARMBI01',711,21793,12665,0,0,2779,2101,0,0,0,1925,11168,4761,3559,3143,0,0,1
'SHASKJO01',136,1505,517,158,221,379,34,29,35,75,179,378,176,252,165,2,0,0
'SHAVLRO01',8,74,10,0,0,23,0,0,0,0,12,23,4,5,2,0,0,0
'SHAWBR01',943,21667,6547,764,2419,3183,3918,747,251,1664,1949,6419,2589,1199,938,1416,431,0
'SHAWCA01',9,14,2,3,0,3,0,0,0,2,2,8,1,0,0,0,0,0
'SHEABO01',43,0,93,0,0,0,6,0,0,0,42,153,37,33,19,0,0,0
'SHEFFFR01',22,0,74,0,0,0,4,0,0,0,34,146,29,26,16,0,0,0
'SHELTCR01',59,607,240,60,81,141,27,19,5,61,131,225,102,60,36,1,0,0
'SHELTLO01',673,18530,8049,1415,2721,4136,1459,739,559,1284,2540,6950,3416,1646,1214,31,3,0
'SHEPPJE01',18,185,40,6,16,22,16,3,0,7,12,39,15,13,8,7,2,0
'SHEPPST01',106,977,367,92,86,178,62,22,4,71,98,338,155,90,57,0,0,0
'SHEROED01',64,1624,395,43,106,149,311,96,14,104,112,421,171,80,52,13,1,0
'SHIPPCH01',23,0,107,0,0,0,46,0,0,0,46,137,35,51,37,0,0,0
'SHIRLPA01',18,121,33,9,10,19,7,1,1,10,12,38,15,7,3,1,0,0
'SHORTGE01',34,222,84,19,29,48,10,8,3,0,36,91,32,32,20,0,0,0
'SHORTPU01',842,24549,14607,1424,2201,3625,2123,878,178,1720,2479,12507,5934,3174,2614,443,125,0
'SHOUSDE01',3,18,0,0,0,0,2,1,1,2,2,4,0,0,0,1,0,0
'SHRIDDI01',4,0,1,0,0,0,2,0,0,0,2,0,0,3,1,0,0,0
'SHUEGE01',699,23338,10068,0,0,2855,2608,0,0,0,1405,9378,3715,3273,2638,0,0,1
'SHUMAJO01',318,9201,3920,605,1783,2388,574,323,224,365,731,2698,1393,1576,1134,1,0,0
'SIBERSA01',5,26,12,0,0,4,0,0,0,0,4,13,4,5,4,0,0,0
'SIBLEMA01',28,124,46,9,16,25,13,4,1,0,23,56,20,7,6,0,0,0
'SICHTJE01',598,12732,4141,196,621,817,1962,439,19,657,940,3531,1789,601,515,177,48,0
'SIEGFLA01',550,13632,5960,0,0,1567,1950,0,0,0,1307,5248,2149,1945,1662,0,0,0
'SIEWERA01',21,0,20,0,0,0,4,0,0,0,18,44,6,15,8,0,0,0
'SIKMAJA01',1107,36943,17287,2542,8274,10816,3488,1162,1048,2586,3879,13792,6396,5053,4292,618,203,1
'SILASJA01',357,8633,5060,161,584,745,1215,252,56,687,724,3730,1810,1690,1440,11,0,1
'SILASPA01',1254,34989,11782,2035,3213,12357,2572,358,138,333,3105,9949,4293,4748,3196,0,0,1
'SILLIMI01',36,366,91,0,0,62,23,0,0,0,37,79,36,39,19,0,0,0
'SIMMOBO01',197,4895,1898,281,556,837,338,180,41,230,478,1597,708,507,426,146,56,0
'SIMMOCO01',598,7036,5859,0,0,2294,940,0,0,0,1843,6211,2180,2211,1499,0,0,0
'SIMMOJO01',60,0,318,0,0,0,29,0,0,0,78,429,120,127,78,0,0,0
'SIMMOLI01',454,13472,5833,798,2035,2833,1498,514,361,982,1106,5179,2242,1694,1306,141,43,0
'SIMONMI01',5,19,2,1,1,2,0,1,0,3,1,5,1,0,0,2,0,0
'SIMPKDI01',327,5201,1388,423,764,1187,305,91,60,368,593,1124,495,641,396,9,2,0
'SIMPSRA01',218,3980,1832,142,303,445,479,189,17,238,250,1890,764,420,304,2,0,1
'SIMSAL01',4,25,11,3,1,4,5,2,0,6,2,10,4,5,2,1,1,0
'SIMSBO01',65,1345,509,0,0,183,154,0,0,0,187,491,193,216,123,0,0,0
'SIMSDO01',4,12,4,0,0,4,0,0,0,0,4,5,2,0,0,0,0,0
'SIMSSC01',12,95,30,5,8,13,20,3,0,19,16,26,10,15,10,0,0,0
'SINGLMC01',2,10,4,0,0,0,1,0,0,0,1,3,2,0,0,1,0,0
'SINICZE01',12,68,13,0,0,2,3,0,0,0,10,20,5,8,3,0,0,0
'SITTOCH01',43,304,91,24,36,60,26,7,6,19,50,94,39,25,13,2,0,0
'SKILESC01',600,16789,6652,275,1251,1526,3881,500,29,1497,1343,5259,2290,1741,1548,1381,524,0
'SKINNAL01',203,4460,1884,206,467,673,526,208,76,235,636,1591,696,609,492,0,0,0
'SKINNBR01',340,6621,1932,534,1226,1760,158,172,292,310,729,1577,794,605,344,1,0,0
'SKINNTA01',145,2798,660,224,384,608,152,99,24,0,277,632,274,177,112,0,0,0
'SKOOGWH01',341,9193,2800,0,0,1133,903,0,0,0,1027,3000,1164,591,472,0,0,0
'SLADEJE01',3,20,4,0,0,7,0,0,0,0,3,5,2,1,0,0,0,0
'SLATERE01',259,3513,1450,336,432,768,145,91,56,243,503,1037,502,709,446,2,0,0
'SLAUGJI01',28,525,147,0,0,148,25,0,0,0,81,165,53,68,41,0,0,0
'SLAUGJO01',63,515,225,34,34,68,52,36,7,42,93,238,89,59,38,41,9,0
'SLAYTA01',66,516,173,24,46,70,31,26,4,39,71,202,73,26,14,49,13,0
'SLOANJE01',755,25750,10571,367,843,5615,1925,381,32,0,2700,9646,4116,3239,2339,0,0,1
'SLUBYTO01',31,151,73,5,7,12,16,3,0,11,18,58,30,21,13,2,0,0
'SMARTKE01',2,12,2,0,1,1,2,0,0,2,0,2,0,2,2,1,0,0
'SMAWLBE01',261,0,3316,0,0,196,595,0,0,0,584,3544,1229,1076,858,0,0,0
'SMILEJA01',118,0,726,0,0,0,299,0,0,0,395,935,239,365,248,0,0,0
'SMITHAD01',719,18324,8482,0,0,1580,1697,0,0,0,1740,7194,3087,2762,2308,0,0,1
'SMITHBI01',865,22407,10882,653,1519,3630,1734,431,167,237,2059,10642,4776,1637,1307,81,23,0
'SMITHBI02',30,491,205,0,0,143,20,0,0,0,81,188,81,72,43,0,0,0
'SMITHBI03',9,83,23,0,0,16,7,0,0,0,6,33,8,8,7,0,0,0
'SMITHBO01',13,137,37,0,0,33,14,0,0,0,11,55,13,16,11,0,0,0
'SMITHCH01',564,16378,8107,1192,2054,3246,798,462,789,1036,1945,6300,2993,2718,2103,93,18,0
'SMITHCH02',73,588,186,14,62,76,115,37,3,44,89,150,65,83,56,10,0,0
'SMITHCH03',120,1762,649,22,162,184,115,82,64,107,176,654,267,96,58,212,57,0
'SMITHCH05',224,3956,1140,61,230,291,627,118,56,219,346,976,425,324,231,161,59,0
'SMITHCL01',46,386,134,28,32,60,49,14,1,27,39,121,52,42,30,2,0,0
'SMITHDE01',408,9825,5232,476,824,1300,866,265,175,700,1214,4074,2031,1495,1125,153,45,0
'SMITHDE02',48,0,73,0,0,0,6,0,0,0,47,119,32,21,9,0,0,0
'SMITHDO01',505,11023,4557,503,1124,4065,601,131,205,14,1120,4138,1769,1400,1019,0,0,0
'SMITHDO02',54,538,283,14,16,30,47,20,3,0,45,321,131,21,21,0,0,0
'SMITHDO03',8,0,6,0,0,0,2,0,0,0,6,13,2,3,2,0,0,0
'SMITHDO04',296,5833,2356,394,840,1234,400,224,149,353,979,2399,1020,405,313,36,3,0
'SMITHDO05',38,433,127,19,33,52,39,23,5,25,50,113,44,48,33,22,6,0
'SMITHED01',11,104,28,0,0,26,9,0,0,0,15,45,11,10,6,0,0,0
'SMITHEL01',562,17879,7541,952,2880,5962,808,325,1183,183,1941,6578,3169,2079,1203,0,0,0
'SMITHGA01',63,415,168,0,0,132,17,0,0,0,75,182,70,87,28,0,0,0
'SMITHGR01',524,12269,4097,94,184,3249,969,63,12,0,1553,3607,1737,965,623,0,0,0
'SMITHJA01',108,1064,329,43,135,178,66,37,26,54,166,303,125,113,78,8,1,0
'SMITHJI01',76,876,219,72,115,187,46,22,51,47,189,173,89,89,41,0,0,0
'SMITHJO01',707,21144,8922,1838,3265,5103,798,488,718,1051,2290,7535,3418,2601,2060,102,26,0
'SMITHJO03',74,2050,715,147,310,457,127,59,144,135,157,602,274,237,163,23,4,0
'SMITHJR01',76,1859,782,39,113,152,142,55,11,109,135,748,295,161,111,281,81,0
'SMITHKE01',737,22213,9395,281,1173,1454,4073,759,65,1649,1185,7351,3526,2026,1679,1665,664,0
'SMITHKE02',42,461,138,13,19,32,43,25,3,30,74,150,57,28,21,9,3,0
'SMITHLA01',883,22879,5904,3401,4724,8125,941,699,457,1280,2966,4743,2519,1630,866,7,0,0
'SMITHLA02',183,3131,1218,90,181,271,394,142,15,216,372,1122,485,267,217,104,31,0
'SMITHLE01',15,103,33,1,32,33,3,5,1,3,13,28,11,17,11,0,0,0
'SMITHMI01',449,10552,2527,1122,2071,3193,661,361,247,526,1137,1767,950,1183,626,7,1,0
'SMITHMI02',141,1327,698,74,138,212,142,21,5,109,119,620,294,121,101,60,9,0
'SMITHMI03',17,180,51,10,12,22,10,5,3,7,8,59,19,16,10,18,3,0
'SMITHOT01',375,7720,3951,604,812,1416,690,377,188,559,804,3384,1540,1082,824,187,47,0
'SMITHPH01',659,19166,9924,588,1390,1978,2561,734,165,990,1680,8418,4007,2428,1891,75,19,1
'SMITHRA01',976,31444,16262,861,1977,3597,4487,1403,57,1158,2556,14218,6676,3705,2893,110,17,1
'SMITHRE01',66,384,99,55,65,120,5,16,7,16,63,99,39,52,21,1,0,0
'SMITHRO01',229,3118,1135,70,218,288,401,119,21,194,382,958,417,332,291,42,10,0
'SMITHSA02',46,621,315,22,41,63,58,33,14,41,66,277,116,87,75,35,8,0
'SMITHST01',942,28853,13430,1087,1973,3060,2922,725,275,1714,2278,10485,4609,3625,3064,3208,1148,1
'SMITHST02',8,60,14,2,8,10,4,1,0,4,9,18,6,1,1,6,1,0
'SMITHTH01',53,688,149,52,105,157,35,11,9,41,76,179,60,24,20,24,9,0
'SMITHTO01',457,7305,2504,324,411,735,881,319,79,442,717,2362,1017,507,350,391,120,0
'SMITHTO02',1,3,4,0,0,0,2,0,0,0,2,6,0,6,4,0,0,0
'SMITHWI01',78,1200,357,63,71,134,277,85,2,109,131,360,144,69,52,71,17,0
'SMITSRI01',867,23100,12871,1531,3746,5277,1215,372,1110,1579,3010,10461,5301,2932,2266,26,3,1
'SMREKMI01',194,1890,554,146,276,422,49,37,150,138,417,489,211,214,132,2,0,0
'SMYTHJO01',40,495,131,0,0,98,49,0,0,0,53,138,48,65,35,0,0,0
'SNOWER01',660,18549,5036,311,1424,1735,3527,834,66,1154,1580,4293,1840,1669,1302,249,54,0
'SNYDEDI01',964,25676,11755,248,740,2732,2767,300,157,84,2453,10019,4890,2398,1975,0,0,0
'SNYDEKI01',68,906,338,50,71,121,36,26,19,58,116,328,122,96,64,85,30,0
'SOBEKGE01',60,0,346,0,0,0,95,0,0,0,158,251,95,205,156,0,0,0
'SOBERRI01',821,22992,10902,672,1460,2132,3525,1085,161,1973,2622,9262,4250,2695,2272,447,130,0
'SOBIERO01',192,3868,1619,0,0,791,353,0,0,0,421,1489,564,608,491,0,0,0
'SOJOUMI01',191,4282,1658,371,866,1237,172,88,106,0,457,1502,721,322,216,0,0,0
'SOLOMWI01',62,874,321,2,66,68,92,35,7,62,76,331,113,73,49,162,46,0
'SOMERWI01',8,98,45,0,0,15,9,0,0,0,21,43,18,11,9,0,0,1
'SONGADA01',154,2645,945,216,353,569,162,93,30,113,332,761,390,199,165,3,0,0
'SORENDA01',213,3857,1734,0,0,997,280,0,0,0,408,1562,690,455,354,0,0,0
'SOVRAGI01',6,0,11,0,0,0,1,0,0,0,5,15,5,2,1,0,0,0
